No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom	conf
# http://empty
0	8	O	O	-	0	648	681	363	391
1	immer	O	O	-	0	618	1164	429	463
2	genz	O	O	-	0	618	1164	429	463
3	ungewöhnlich	O	O	-	0	618	1164	429	463
4	hoch	O	O	-	0	618	1164	429	463
5	ist	O	O	-	0	618	1164	429	463
6	.	O	O	-	0	618	1164	429	463
0	Man	O	O	-	0	618	1164	429	463
1	nimmt	O	O	-	0	618	1164	429	463
2	ziemlich	O	O	-	0	618	1164	451	486
3	allgemein	O	O	-	0	618	1164	451	486
4	an	O	O	-	0	618	1164	451	486
5	,	O	O	-	0	618	1164	451	486
6	dass	O	O	-	0	618	1164	451	486
7	diese	O	O	-	0	618	1164	451	486
8	Prämie	O	O	-	0	618	1164	451	486
9	bald	O	O	-	0	618	1164	451	486
10	geringer	O	O	-	0	618	1163	475	512
11	wird	O	O	-	0	618	1163	475	512
12	,	O	O	-	0	618	1163	475	512
13	und	O	O	-	0	618	1163	475	512
14	die	O	O	-	0	618	1163	475	512
15	meisten	O	O	-	0	618	1163	475	512
16	Hamburger	O	O	-	0	618	1163	475	512
17	Impor	O	O	-	0	618	1163	475	512
18	-	O	O	-	0	618	1163	475	512
19	teure	O	O	-	0	618	1163	499	531
20	warten	O	O	-	0	618	1163	499	531
21	sehnlichst	O	O	-	0	618	1163	499	531
22	darauf	O	O	-	0	618	1163	499	531
23	,	O	O	-	0	618	1163	499	531
24	um	O	O	-	0	618	1163	499	531
25	dann	O	O	-	0	618	1163	499	531
26	ihre	O	O	-	0	618	1163	499	531
27	Läger	O	O	-	0	618	1164	520	555
28	wieder	O	O	-	0	618	1164	520	555
29	mehr	O	O	-	0	618	1164	520	555
30	ergänzen	O	O	-	0	618	1164	520	555
31	zu	O	O	-	0	618	1164	520	555
32	können	O	O	-	0	618	1164	520	555
33	.	O	O	-	0	618	1164	520	555
0	Der	O	O	-	0	618	1164	520	555
1	Unterton	O	O	-	0	618	1161	544	579
2	des	O	O	-	0	618	1161	544	579
3	Hamburger	O	O	-	0	618	1161	544	579
4	Marktes	O	O	-	0	618	1161	544	579
5	ist	O	O	-	0	618	1161	544	579
6	daher	O	O	-	0	618	1161	544	579
7	auch	O	O	-	0	618	1161	544	579
8	ganz	O	O	-	0	618	1161	567	602
9	entschieden	O	O	-	0	618	1161	567	602
10	besser	O	O	-	0	618	1161	567	602
11	und	O	O	-	0	618	1161	567	602
12	es	O	O	-	0	618	1161	567	602
13	liegen	O	O	-	0	618	1161	567	602
14	von	O	O	-	0	618	1161	567	602
15	allen	O	O	-	0	618	1161	567	602
