No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom	conf
# http://empty
0	Courszettel	O	O	-	0	993	1849	350	413
1	der	O	O	-	0	993	1849	350	413
2	„	O	O	-	0	993	1849	350	413
3	Berliner	B-ORG	O	-	0	993	1849	350	413
4	Börsen	I-ORG	O	-	0	993	1849	350	413
5	-	O	O	-	0	993	1849	350	413
6	Zeitung	O	O	-	0	993	1849	350	413
7	“	O	O	-	0	993	1849	350	413
8	vom	O	O	-	0	993	1849	350	413
9	1	O	O	-	0	993	1849	350	413
10	.	O	O	-	0	993	1849	350	413
11	Juli	O	O	-	0	993	1849	350	413
12	1907	O	O	-	0	993	1849	350	413
13	.	O	O	-	0	993	1849	350	413
0	[	O	O	-	0	1244	1323	410	446
1	3876	O	O	-	0	1244	1323	410	446
2	(	O	O	-	0	1248	1349	430	470
3	64	O	O	-	0	1248	1349	430	470
4	bz	O	O	-	0	1248	1349	430	470
5	G	O	O	-	0	1248	1349	430	470
6	Gestr	O	O	-	0	1216	1260	415	496
7	.	O	O	-	0	1216	1260	415	496
8	.	O	O	-	0	1216	1260	415	496
9	(	O	O	-	0	1248	1349	454	493
10	100	O	O	-	0	1248	1349	454	493
11	.	O	O	-	0	1248	1349	454	493
12	75	O	O	-	0	1248	1349	454	493
13	bz	O	O	-	0	1248	1349	454	493
14	9	O	O	-	0	1218	1262	480	513
15	328	O	O	-	0	1249	1349	478	517
16	bzG	O	O	-	0	1249	1349	478	517
17	(	O	O	-	0	1249	1349	500	541
18	193	O	O	-	0	1249	1349	500	541
19	b26	O	O	-	0	1249	1349	500	541
20	Jours	O	O	-	0	1220	1260	496	563
21	1856	O	O	-	0	1251	1331	524	563
22	(	O	O	-	0	1251	1351	544	589
23	416	O	O	-	0	1251	1351	544	589
24	,	O	O	-	0	1251	1351	544	589
25	90	O	O	-	0	1251	1351	544	589
26	bz	O	O	-	0	1251	1351	544	589
27	—	O	O	-	0	1259	1342	574	607
28	—	O	O	-	0	1259	1342	574	607
29	63	O	O	-	0	1257	1355	590	633
30	,	O	O	-	0	1257	1355	590	633
31	75	O	O	-	0	1257	1355	590	633
32	G	O	O	-	0	1257	1355	590	633
33	125	O	O	-	0	1255	1355	616	657
34	,	O	O	-	0	1255	1355	616	657
35	80	O	O	-	0	1255	1355	616	657
36	0	O	O	-	0	1255	1355	616	657
37	1104	O	O	-	0	1253	1375	639	679
