No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom	conf
# http://empty
0	Courszettel	O	O	-	0	460	1322	350	405
1	der	O	O	-	0	460	1322	350	405
2	„	O	O	-	0	460	1322	350	405
3	Berliner	B-ORG	O	-	0	460	1322	350	405
4	Börsen	I-ORG	O	-	0	460	1322	350	405
5	-	O	O	-	0	460	1322	350	405
6	Zeitung	O	O	-	0	460	1322	350	405
7	“	O	O	-	0	460	1322	350	405
8	vom	O	O	-	0	460	1322	350	405
9	1	O	O	-	0	460	1322	350	405
10	.	O	O	-	0	460	1322	350	405
11	Juli	O	O	-	0	460	1322	350	405
12	1907	O	O	-	0	460	1322	350	405
13	.	O	O	-	0	460	1322	350	405
0	(	O	O	-	0	468	856	396	444
1	Theer	O	O	-	0	468	856	396	444
2	-	O	O	-	0	468	856	396	444
3	AErdöl	O	O	-	0	468	856	396	444
4	-	O	O	-	0	468	856	396	444
5	Ind	O	O	-	0	468	856	396	444
6	100	O	O	-	0	468	856	396	444
7	41	O	O	-	0	468	856	396	444
8	½	O	O	-	0	468	856	396	444
9	21	O	O	-	0	468	856	396	444
10	1	O	O	-	0	468	856	396	444
11	/	O	O	-	0	468	856	396	444
12	/	O	O	-	0	468	856	396	444
13	4	O	O	-	0	468	856	396	444
14	u	O	O	-	0	468	856	396	444
15	.	O	O	-	0	468	856	396	444
16	10	O	O	-	0	468	856	396	444
17	99	O	O	-	0	468	856	396	444
18	C	O	O	-	0	468	856	396	444
19	Ahiederhall	B-LOC	O	-	0	472	885	413	465
20	.	O	O	-	0	472	885	413	465
0	1110014	O	O	-	0	472	885	413	465
1	12	O	O	-	0	472	885	413	465
2	1	O	O	-	0	472	885	413	465
3	/	O	O	-	0	472	885	413	465
4	1	O	O	-	0	472	885	413	465
5	u	O	O	-	0	472	885	413	465
6	7	O	O	-	0	472	885	413	465
7	100	O	O	-	0	472	885	413	465
8	,	O	O	-	0	472	885	413	465
9	50	O	O	-	0	472	885	413	465
10	B	O	O	-	0	472	885	413	465
11	Tiele	O	O	-	0	472	782	444	489
12	-	O	O	-	0	472	782	444	489
13	Winckler	O	O	-	0	472	782	444	489
14	10214	O	O	-	0	472	782	444	489
15	1	O	O	-	0	472	782	444	489
16	/	O	O	-	0	472	782	444	489
17	21	O	O	-	0	472	782	444	489
18	do	O	O	-	0	472	782	444	489
19	.	O	O	-	0	472	782	444	489
20	402	O	O	-	0	777	900	444	489
21	,	O	O	-	0	777	900	444	489
22	30	O	O	-	0	777	900	444	489
23	bz	O	O	-	0	777	900	444	489
24	G	O	O	-	0	777	900	444	489
25	]	O	O	-	0	777	900	444	489
26	976	O	O	-	0	780	861	465	509
27	[	O	O	-	0	472	727	468	513
28	U	O	O	-	0	472	727	468	513
29	.	O	O	-	0	472	727	468	513
30	d	O	O	-	0	472	727	468	513
31	.	O	O	-	0	472	727	468	513
32	Linden	O	O	-	0	472	727	468	513
33	v	O	O	-	0	472	727	468	513
34	.	O	O	-	0	472	727	468	513
35	1902100	O	O	-	0	472	727	468	513
36	)	O	O	-	0	472	727	468	513
37	4	O	O	-	0	472	727	468	513
38	do	O	O	-	0	708	784	470	511
39	.	O	O	-	0	708	784	470	511
40	do	O	O	-	0	501	859	487	535
41	.	O	O	-	0	501	859	487	535
42	v	O	O	-	0	501	859	487	535
43	.	O	O	-	0	501	859	487	535
44	19065100	O	O	-	0	501	859	487	535
45	4	O	O	-	0	501	859	487	535
46	1	O	O	-	0	501	859	487	535
47	/	O	O	-	0	501	859	487	535
48	4	O	O	-	0	501	859	487	535
49	u	O	O	-	0	501	859	487	535
50	.	O	O	-	0	501	859	487	535
51	10	O	O	-	0	501	859	487	535
52	97	O	O	-	0	501	859	487	535
53	G	O	O	-	0	501	859	487	535
54	(	O	O	-	0	472	880	511	559
