No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom	conf
# http://empty
0	1907	O	O	-	0	112	188	365	396
1	taben	O	O	-	0	80	622	432	465
2	noch	O	O	-	0	80	622	432	465
3	einen	O	O	-	0	80	622	432	465
4	solchen	O	O	-	0	80	622	432	465
5	Umfang	O	O	-	0	80	622	432	465
6	,	O	O	-	0	80	622	432	465
7	dass	O	O	-	0	80	622	432	465
8	von	O	O	-	0	80	622	432	465
9	einer	O	O	-	0	80	622	453	489
10	ausgeprägten	O	O	-	0	80	622	453	489
11	Zurückhaltung	O	O	-	0	80	622	453	489
12	noch	O	O	-	0	80	622	453	489
13	nicht	O	O	-	0	80	622	453	489
14	die	O	O	-	0	80	622	453	489
15	Rede	O	O	-	0	80	622	477	512
16	sein	O	O	-	0	80	622	477	512
17	kann	O	O	-	0	80	622	477	512
18	;	O	O	-	0	80	622	477	512
19	60	O	O	-	0	80	622	477	512
20	%	O	O	-	0	80	622	477	512
21	der	O	O	-	0	80	622	477	512
22	Erzeugung	O	O	-	0	80	622	477	512
23	sind	O	O	-	0	80	622	477	512
24	den	O	O	-	0	80	622	477	512
25	Werkshändlern	O	O	-	0	80	622	500	533
26	vorbehalten	O	O	-	0	80	622	500	533
27	,	O	O	-	0	80	622	500	533
28	last	O	O	-	0	80	622	500	533
29	20	O	O	-	0	80	622	500	533
30	₰	O	O	-	0	80	622	500	533
31	%	O	O	-	0	80	622	500	533
32	umfassen	O	O	-	0	80	622	500	533
33	die	O	O	-	0	80	622	524	557
34	Verkäufe	O	O	-	0	80	622	524	557
35	nach	O	O	-	0	80	622	524	557
36	dem	O	O	-	0	80	622	524	557
37	Auslande	O	O	-	0	80	622	524	557
38	,	O	O	-	0	80	622	524	557
39	und	O	O	-	0	80	622	524	557
40	um	O	O	-	0	80	622	524	557
41	den	O	O	-	0	80	622	524	557
42	Rest	O	O	-	0	80	622	546	581
43	bemühen	O	O	-	0	80	622	546	581
44	sich	O	O	-	0	80	622	546	581
45	die	O	O	-	0	80	622	546	581
46	übrigen	O	O	-	0	80	622	546	581
47	Händler	O	O	-	0	80	622	546	581
48	und	O	O	-	0	80	622	546	581
49	Die	O	O	-	0	203	622	569	605
50	Knappheit	O	O	-	0	203	622	569	605
51	in	O	O	-	0	203	622	569	605
52	Baueisen	O	O	-	0	203	622	569	605
53	,	O	O	-	0	203	622	569	605
54	und	O	O	-	0	203	622	569	605
55	Fabriken	O	O	-	0	80	198	572	604
56	.	O	O	-	0	80	198	572	604
57	namentlich	O	O	-	0	77	622	593	627
58	in	O	O	-	0	77	622	593	627
59	Trägern	O	O	-	0	77	622	593	627
60	,	O	O	-	0	77	622	593	627
61	ist	O	O	-	0	77	622	593	627
62	in	O	O	-	0	77	622	593	627
63	dem	O	O	-	0	77	622	593	627
64	anhaltenden	O	O	-	0	77	622	593	627
65	Drängen	O	O	-	0	80	622	617	653
66	der	O	O	-	0	80	622	617	653
67	Kundschaft	O	O	-	0	80	622	617	653
68	um	O	O	-	0	80	622	617	653
69	beschleunigte	O	O	-	0	80	622	617	653
70	Liefe	O	O	-	0	80	622	617	653
71	-	O	O	-	0	80	622	617	653
72	rung	O	O	-	0	80	625	640	675
73	erkennbar	O	O	-	0	80	625	640	675
74	,	O	O	-	0	80	625	640	675
75	neue	O	O	-	0	80	625	640	675
76	Bestellungen	O	O	-	0	80	625	640	675
77	kommen	O	O	-	0	80	625	640	675
78	in	O	O	-	0	80	625	640	675
79	ausreichender	O	O	-	0	80	622	663	698
80	Menge	O	O	-	0	80	622	663	698
