No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom	conf
# http://empty
0	Wilhelm	B-PER	O	-	0	258	2151	337	529
1	Wendler	I-PER	O	-	0	258	2151	337	529
2	Nachfolger	O	O	-	0	258	2151	337	529
3	.	O	O	-	0	258	2151	337	529
0	2	O	O	-	0	721	778	352	378
1	J	O	O	-	0	1950	2005	342	361
2	ſoeben	O	O	-	0	272	534	935	978
3	eingetroffen	O	O	-	0	272	534	935	978
4	.	O	O	-	0	272	534	935	978
0	Tel	O	O	-	0	303	447	1079	1119
1	.	O	O	-	0	303	447	1079	1119
2	1257	O	O	-	0	303	447	1079	1119
3	.	O	O	-	0	303	447	1079	1119
0	85911	O	O	-	0	2120	2175	837	863
1	ssgee	O	O	-	0	212	2235	1120	1186
2	.	O	O	-	0	212	2235	1120	1186
3	osooege5o50ces099009090999i91906600006060	O	O	-	0	212	2235	1120	1186
4	Orient	O	O	-	0	498	1921	616	813
5	-	O	O	-	0	498	1921	616	813
6	Teppiche	O	O	-	0	498	1921	616	813
7	Hervorragend	O	O	-	0	913	1501	820	873
8	schöne	O	O	-	0	913	1501	820	873
9	Exemplare	O	O	-	0	913	1501	820	873
10	Wir	O	O	-	0	1741	2048	947	978
11	bitten	O	O	-	0	1741	2048	947	978
12	Intereſſenten	O	O	-	0	1741	2048	947	978
13	,	O	O	-	0	1741	2048	947	978
14	unſere	O	O	-	0	1741	2048	947	978
15	Schaufenſter	O	O	-	0	1828	1961	973	1000
16	in	O	O	-	0	1757	2029	997	1029
17	dieſer	O	O	-	0	1757	2029	997	1029
18	Woche	O	O	-	0	1757	2029	997	1029
19	zu	O	O	-	0	1757	2029	997	1029
20	beachten	O	O	-	0	1757	2029	997	1029
21	.	O	O	-	0	1757	2029	997	1029
0	4	O	O	-	0	1681	2149	1065	1108
1	%	O	O	-	0	1681	2149	1065	1108
2	oder	O	O	-	0	1681	2149	1065	1108
3	grüne	O	O	-	0	1681	2149	1065	1108
4	Rabattmarken	O	O	-	0	1681	2149	1065	1108
5	.	O	O	-	0	1681	2149	1065	1108
0	Punzer	B-ORG	O	-	0	397	646	1257	1328
1	Aktien	I-ORG	O	-	0	397	648	1321	1357
2	-	O	O	-	0	397	648	1321	1357
3	Gesellschaft	O	O	-	0	397	648	1321	1357
4	Berlin	B-LOC	O	-	0	385	660	1350	1396
5	N	O	O	-	0	385	660	1350	1396
6	.	O	O	-	0	385	660	1350	1396
7	20	O	O	-	0	385	660	1350	1396
8	Vertaufslokal	O	O	-	0	392	652	1393	1420
9	:	O	O	-	0	392	652	1393	1420
10	Contral	O	O	-	0	392	652	1393	1420
11	-	O	O	-	0	392	652	1393	1420
12	Hotel	O	O	-	0	392	652	1393	1420
13	MEURS	O	O	-	0	418	618	1480	1527
14	Vertreter	O	O	-	0	307	738	1674	1703
15	für	O	O	-	0	307	738	1674	1703
16	Königsberg	B-LOC	O	-	0	307	738	1674	1703
17	und	O	O	-	0	307	738	1674	1703
18	Ostpreussen	B-LOC	O	-	0	307	738	1674	1703
19	:	O	O	-	0	307	738	1674	1703
20	F	B-PER	O	-	0	274	769	1695	1743
21	.	O	O	-	0	274	769	1695	1743
22	W	B-PER	O	-	0	274	769	1695	1743
23	.	I-PER	O	-	0	274	769	1695	1743
24	Haack	I-PER	O	-	0	274	769	1695	1743
25	Hachf	O	O	-	0	274	769	1695	1743
26	.	O	O	-	0	274	769	1695	1743
27	,	O	O	-	0	274	769	1695	1743
28	Lampen	O	O	-	0	306	732	1734	1770
29	-	O	O	-	0	306	732	1734	1770
30	und	O	O	-	0	306	732	1734	1770
31	Metallwarenfabrik	O	O	-	0	306	732	1734	1770
32	,	O	O	-	0	306	732	1734	1770
33	Königsberg	B-LOC	O	-	0	402	855	1751	1787
34	1	I-LOC	O	-	0	402	855	1751	1787
35	.	I-LOC	O	-	0	402	855	1751	1787
36	Pr	I-LOC	O	-	0	402	855	1751	1787
37	.	O	O	-	0	402	855	1751	1787
38	,	O	O	-	0	402	855	1751	1787
39	Kneiph	B-PER	O	-	0	402	855	1751	1787
40	.	O	O	-	0	402	855	1751	1787
0	Langg	B-PER	O	-	0	402	855	1751	1787
1	.	O	O	-	0	402	855	1751	1787
0	42	B-LOC	O	-	0	402	855	1751	1787
1	/	I-LOC	O	-	0	402	855	1751	1787
2	43	O	O	-	0	402	855	1751	1787
3	.	O	O	-	0	402	855	1751	1787
4	Telefon	O	O	-	0	183	312	1758	1789
5	203	O	O	-	0	183	312	1758	1789
6	.	O	O	-	0	183	312	1758	1789
7	D	O	O	-	0	685	792	1511	1609
8	.	O	O	-	0	685	792	1511	1609
9	R	O	O	-	0	685	792	1511	1609
10	.	O	O	-	0	685	792	1511	1609
11	.	O	O	-	0	685	792	1511	1609
12	-	O	O	-	0	685	792	1511	1609
13	p	O	O	-	0	685	792	1511	1609
14	.	O	O	-	0	685	792	1511	1609
15	2	O	O	-	0	1918	1957	1259	1273
16	Pelz	O	O	-	0	1039	2072	1257	1342
17	-	O	O	-	0	1039	2072	1257	1342
18	Mode	O	O	-	0	1039	2072	1257	1342
19	-	O	O	-	0	1039	2072	1257	1342
20	Magazin	O	O	-	0	1039	2072	1257	1342
21	Robert	B-PER	O	-	0	1282	1813	1331	1381
22	Stein	I-PER	O	-	0	1282	1813	1331	1381
23	,	O	O	-	0	1282	1813	1331	1381
24	Kürſchnermeiſter	O	O	-	0	1282	1813	1331	1381
25	,	O	O	-	0	1282	1813	1331	1381
26	Französische	B-LOC	O	-	0	1272	1946	1372	1421
27	Strasse	I-LOC	O	-	0	1272	1946	1372	1421
28	Nr	O	O	-	0	1272	1946	1372	1421
29	.	O	O	-	0	1272	1946	1372	1421
30	21	B-LOC	O	-	0	1272	1946	1372	1421
31	,	O	O	-	0	1272	1946	1372	1421
32	1	O	O	-	0	1272	1946	1372	1421
33	E5	O	O	-	0	1174	1278	1377	1425
34	Erstes	O	O	-	0	1079	2043	1411	1473
35	und	O	O	-	0	1079	2043	1411	1473
36	grösstes	O	O	-	0	1079	2043	1411	1473
37	Spezialgeschäft	O	O	-	0	1079	2043	1411	1473
38	am	O	O	-	0	1079	2043	1411	1473
39	Platze	O	O	-	0	1079	2043	1411	1473
40	,	O	O	-	0	1079	2043	1411	1473
41	empfiehlt	O	O	-	0	1366	1748	1456	1493
42	ſein	O	O	-	0	1366	1748	1456	1493
43	reich	O	O	-	0	1366	1748	1456	1493
44	ſortiertes	O	O	-	0	1366	1748	1456	1493
45	Lager	O	O	-	0	1366	1748	1456	1493
46	in	O	O	-	0	1366	1748	1456	1493
47	Colliers	O	O	-	0	987	2142	1477	1546
48	,	O	O	-	0	987	2142	1477	1546
49	Muffen	O	O	-	0	987	2142	1477	1546
50	,	O	O	-	0	987	2142	1477	1546
51	Damenpelzjacken	O	O	-	0	987	2142	1477	1546
52	und	O	O	-	0	987	2142	1477	1546
53	Herrenpelzen	O	O	-	0	987	2142	1477	1546
54	.	O	O	-	0	987	2142	1477	1546
0	Anfertigung	O	O	-	0	1124	2001	1533	1597
1	von	O	O	-	0	1124	2001	1533	1597
2	Damen	O	O	-	0	1124	2001	1533	1597
3	-	O	O	-	0	1124	2001	1533	1597
4	und	O	O	-	0	1124	2001	1533	1597
5	Herrenpelzen	O	O	-	0	1124	2001	1533	1597
6	unter	O	O	-	0	1402	1716	1578	1612
7	Garantie	O	O	-	0	1402	1716	1578	1612
8	in	O	O	-	0	1402	1716	1578	1612
9	kürzeſter	O	O	-	0	1402	1716	1578	1612
10	Zeit	O	O	-	0	1402	1716	1578	1612
11	.	O	O	-	0	1402	1716	1578	1612
0	Eigene	O	O	-	0	1248	1875	1602	1663
1	Kürſchnerei	O	O	-	0	1248	1875	1602	1663
2	im	O	O	-	0	1248	1875	1602	1663
