No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom	conf
# http://empty
0	No	O	O	-	0	186	380	289	331
1	.	O	O	-	0	186	380	289	331
2	21	O	O	-	0	186	380	289	331
3	.	O	O	-	0	186	380	289	331
4	2	O	O	-	0	1112	1150	291	315
5	Verlooſungs	O	O	-	0	710	1562	283	395
6	-	O	O	-	0	710	1562	283	395
7	Beilage	O	O	-	0	710	1562	283	395
8	1907	O	O	-	0	1934	2092	293	343
9	.	O	O	-	0	1934	2092	293	343
0	2	O	O	-	0	628	677	385	415
1	zur	O	O	-	0	230	1643	373	511
2	Königsberger	B-ORG	O	-	0	230	1643	373	511
3	Hartungſchen	O	O	-	0	230	1643	373	511
4	Zeitung	B-ORG	O	-	0	1667	2042	379	513
5	.	O	O	-	0	1667	2042	379	513
0	(	O	O	-	0	214	448	549	579
1	Nachdruck	O	O	-	0	214	448	549	579
2	verboten	O	O	-	0	214	448	549	579
3	.	O	O	-	0	214	448	549	579
4	)	O	O	-	0	214	448	549	579
0	Inhalt	O	O	-	0	258	402	587	623
1	.	O	O	-	0	258	402	587	623
0	4	O	O	-	0	498	812	551	588
1	)	O	O	-	0	498	812	551	588
2	Deutsch	B-ORG	O	-	0	498	812	551	588
3	-	O	O	-	0	498	812	551	588
4	Luxemburgische	O	O	-	0	498	812	551	588
5	Bergwerks	B-ORG	O	-	0	496	812	576	613
6	-	O	O	-	0	496	812	576	613
7	u	B-ORG	O	-	0	496	812	576	613
8	.	O	O	-	0	496	812	576	613
9	Hütten	B-ORG	O	-	0	496	812	576	613
10	-	O	O	-	0	496	812	576	613
11	Aktien	O	O	-	0	496	812	576	613
12	-	O	O	-	0	496	812	576	613
13	Gesellschaft	O	O	-	0	496	810	601	637
14	,	O	O	-	0	496	810	601	637
15	Schuldverschr	O	O	-	0	496	810	601	637
16	.	O	O	-	0	496	810	601	637
0	Verlosung	O	O	-	0	528	775	629	658
1	im	O	O	-	0	528	775	629	658
2	August	O	O	-	0	528	775	629	658
3	1907	O	O	-	0	528	775	629	658
4	.	O	O	-	0	528	775	629	658
0	Zahlbar	O	O	-	0	522	782	645	675
1	am	O	O	-	0	522	782	645	675
2	1	O	O	-	0	522	782	645	675
3	.	O	O	-	0	522	782	645	675
4	Oktober	O	O	-	0	522	782	645	675
5	1907	O	O	-	0	522	782	645	675
6	.	O	O	-	0	522	782	645	675
0	41	O	O	-	0	524	780	664	693
1	½	O	O	-	0	524	780	664	693
2	%	O	O	-	0	524	780	664	693
3	Schuldverschreibungen	O	O	-	0	524	780	664	693
4	.	O	O	-	0	524	780	664	693
0	1	O	O	-	0	180	488	641	670
1	)	O	O	-	0	180	488	641	670
2	Aktien	B-ORG	O	-	0	180	488	641	670
3	-	O	O	-	0	180	488	641	670
4	Gesellschaft	O	O	-	0	180	488	641	670
5	Thiederhall	B-ORG	O	-	0	180	488	641	670
6	in	O	O	-	0	202	488	658	687
7	Thiede	B-LOC	O	-	0	202	488	658	687
8	,	O	O	-	0	202	488	658	687
9	417	O	O	-	0	202	488	658	687
10	Teilschuldverschr	O	O	-	0	202	488	658	687
11	.	O	O	-	0	202	488	658	687
0	2	O	O	-	0	180	212	675	703
