No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom	conf
# http://empty
0	2004	O	O	-	0	264	584	261	293
1	209	O	O	-	0	264	584	261	293
2	239	O	O	-	0	264	584	261	293
3	231	O	O	-	0	264	584	261	293
4	233	O	O	-	0	264	584	261	293
5	243	O	O	-	0	264	584	261	293
6	268	O	O	-	0	264	584	261	293
7	274	O	O	-	0	264	584	261	293
8	280	O	O	-	0	264	584	261	293
9	311	O	O	-	0	333	584	277	309
10	312	O	O	-	0	333	584	277	309
11	340	O	O	-	0	333	584	277	309
12	353	O	O	-	0	333	584	277	309
13	365	O	O	-	0	333	584	277	309
14	367	O	O	-	0	333	584	277	309
15	459	O	O	-	0	333	584	277	309
16	291	O	O	-	0	262	344	284	311
17	302	O	O	-	0	262	344	284	311
18	.	O	O	-	0	262	344	284	311
19	465	O	O	-	0	263	584	295	328
20	497	O	O	-	0	263	584	295	328
21	524	O	O	-	0	263	584	295	328
22	529	O	O	-	0	263	584	295	328
23	538	O	O	-	0	263	584	295	328
24	546	O	O	-	0	263	584	295	328
25	588	O	O	-	0	263	584	295	328
26	626	O	O	-	0	263	584	295	328
27	791	O	O	-	0	263	584	295	328
28	812	O	O	-	0	262	584	312	346
29	314	O	O	-	0	262	584	312	346
30	856	O	O	-	0	262	584	312	346
31	913	O	O	-	0	262	584	312	346
32	965	O	O	-	0	262	584	312	346
33	22004	O	O	-	0	262	584	312	346
34	117	O	O	-	0	262	584	312	346
35	121	O	O	-	0	262	584	312	346
36	156	O	O	-	0	264	586	330	364
37	181	O	O	-	0	264	586	330	364
38	196	O	O	-	0	264	586	330	364
39	288	O	O	-	0	264	586	330	364
40	210	O	O	-	0	264	586	330	364
41	218	O	O	-	0	264	586	330	364
42	251	O	O	-	0	264	586	330	364
43	286	O	O	-	0	264	586	330	364
44	289	O	O	-	0	264	586	330	364
45	471	O	O	-	0	264	586	347	381
46	486	O	O	-	0	264	586	347	381
47	493	O	O	-	0	264	586	347	381
48	731	O	O	-	0	264	586	347	381
49	869	O	O	-	0	264	586	347	381
50	23025	O	O	-	0	264	586	347	381
51	039	O	O	-	0	264	586	347	381
52	147	O	O	-	0	264	586	347	381
53	185	O	O	-	0	264	586	365	399
54	220	O	O	-	0	264	586	365	399
55	316	O	O	-	0	264	586	365	399
56	399	O	O	-	0	264	586	365	399
57	365	O	O	-	0	264	586	365	399
58	368	O	O	-	0	264	586	365	399
59	416	O	O	-	0	264	586	365	399
60	424	O	O	-	0	264	586	365	399
61	440	O	O	-	0	264	586	365	399
62	488	O	O	-	0	264	588	383	416
63	531	O	O	-	0	264	588	383	416
64	549	O	O	-	0	264	588	383	416
65	571	O	O	-	0	264	588	383	416
66	586	O	O	-	0	264	588	383	416
67	625	O	O	-	0	264	588	383	416
68	745	O	O	-	0	264	588	383	416
69	754	O	O	-	0	264	588	383	416
70	789	O	O	-	0	264	588	383	416
71	840	O	O	-	0	264	586	400	433
72	853	O	O	-	0	264	586	400	433
73	903	O	O	-	0	264	586	400	433
74	907	O	O	-	0	264	586	400	433
75	24058	O	O	-	0	264	586	400	433
76	173	O	O	-	0	264	586	400	433
77	244	O	O	-	0	264	586	400	433
78	286	O	O	-	0	264	586	400	433
79	346	O	O	-	0	265	586	418	451
80	451	O	O	-	0	265	586	418	451
81	509	O	O	-	0	265	586	418	451
82	580	O	O	-	0	265	586	418	451
83	655	O	O	-	0	265	586	418	451
84	663	O	O	-	0	265	586	418	451
85	685	O	O	-	0	265	586	418	451
86	25187	O	O	-	0	265	586	418	451
87	294	O	O	-	0	302	588	436	468
88	387	O	O	-	0	302	588	436	468
89	445	O	O	-	0	302	588	436	468
90	451	O	O	-	0	302	588	436	468
91	492	O	O	-	0	302	588	436	468
92	590	O	O	-	0	302	588	436	468
93	615	O	O	-	0	302	588	436	468
94	625	O	O	-	0	302	588	436	468
95	231	O	O	-	0	266	311	443	469
96	723	O	O	-	0	303	588	454	486
97	775	O	O	-	0	303	588	454	486
98	932	O	O	-	0	303	588	454	486
99	23006	O	O	-	0	303	588	454	486
100	032	O	O	-	0	303	588	454	486
101	114	O	O	-	0	303	588	454	486
102	132	O	O	-	0	303	588	454	486
103	638	O	O	-	0	266	313	461	487
104	158	O	O	-	0	266	588	471	505
105	187	O	O	-	0	266	588	471	505
106	205	O	O	-	0	266	588	471	505
107	226	O	O	-	0	266	588	471	505
108	284	O	O	-	0	266	588	471	505
109	335	O	O	-	0	266	588	471	505
110	338	O	O	-	0	266	588	471	505
111	346	O	O	-	0	266	588	471	505
112	350	O	O	-	0	266	588	471	505
113	417	O	O	-	0	266	588	489	522
114	431	O	O	-	0	266	588	489	522
115	456	O	O	-	0	266	588	489	522
116	473	O	O	-	0	266	588	489	522
117	527	O	O	-	0	266	588	489	522
118	655	O	O	-	0	266	588	489	522
119	714	O	O	-	0	266	588	489	522
120	784	O	O	-	0	266	588	489	522
121	27020	O	O	-	0	266	588	506	540
122	066	O	O	-	0	266	588	506	540
123	111	O	O	-	0	266	588	506	540
124	149	O	O	-	0	266	588	506	540
125	176	O	O	-	0	266	588	506	540
126	196	O	O	-	0	266	588	506	540
127	277	O	O	-	0	266	588	506	540
128	343	O	O	-	0	266	588	506	540
129	347	O	O	-	0	267	588	524	557
130	431	O	O	-	0	267	588	524	557
131	452	O	O	-	0	267	588	524	557
132	483	O	O	-	0	267	588	524	557
133	518	O	O	-	0	267	588	524	557
134	522	O	O	-	0	267	588	524	557
135	554	O	O	-	0	267	588	524	557
136	560	O	O	-	0	267	588	524	557
137	584	O	O	-	0	267	588	524	557
138	607	O	O	-	0	266	588	542	575
139	613	O	O	-	0	266	588	542	575
140	614	O	O	-	0	266	588	542	575
141	632	O	O	-	0	266	588	542	575
142	687	O	O	-	0	266	588	542	575
143	723	O	O	-	0	266	588	542	575
144	761	O	O	-	0	266	588	542	575
145	828	O	O	-	0	266	588	542	575
146	884	O	O	-	0	266	588	542	575
147	18106	O	O	-	0	303	588	560	592
148	167	O	O	-	0	303	588	560	592
149	195	O	O	-	0	303	588	560	592
150	206	O	O	-	0	303	588	560	592
151	210	O	O	-	0	303	588	560	592
152	213	O	O	-	0	303	588	560	592
153	243	O	O	-	0	303	588	560	592
154	93	O	O	-	0	266	313	566	593
155	428	O	O	-	0	304	588	578	610
156	439	O	O	-	0	304	588	578	610
157	447	O	O	-	0	304	588	578	610
158	474	O	O	-	0	304	588	578	610
159	527	O	O	-	0	304	588	578	610
160	544	O	O	-	0	304	588	578	610
161	586	O	O	-	0	304	588	578	610
162	624	O	O	-	0	304	588	578	610
163	239	O	O	-	0	267	313	584	610
164	802	O	O	-	0	305	588	595	627
165	892	O	O	-	0	305	588	595	627
166	934	O	O	-	0	305	588	595	627
167	956	O	O	-	0	305	588	595	627
168	29071	O	O	-	0	305	588	595	627
169	277	O	O	-	0	305	588	595	627
170	323	O	O	-	0	305	588	595	627
171	775	O	O	-	0	267	314	602	628
172	387	O	O	-	0	267	588	614	646
173	494	O	O	-	0	267	588	614	646
174	562	O	O	-	0	267	588	614	646
175	599	O	O	-	0	267	588	614	646
176	630	O	O	-	0	267	588	614	646
177	651	O	O	-	0	267	588	614	646
178	670	O	O	-	0	267	588	614	646
179	734	O	O	-	0	267	588	614	646
180	754	O	O	-	0	267	588	614	646
181	772	O	O	-	0	268	590	632	665
182	887	O	O	-	0	268	590	632	665
183	897	O	O	-	0	268	590	632	665
184	912	O	O	-	0	268	590	632	665
185	916	O	O	-	0	268	590	632	665
186	920	O	O	-	0	268	590	632	665
187	931	O	O	-	0	268	590	632	665
188	976	O	O	-	0	268	590	632	665
189	39026	O	O	-	0	268	590	651	685
190	102	O	O	-	0	268	590	651	685
191	135	O	O	-	0	268	590	651	685
192	138	O	O	-	0	268	590	651	685
193	164	O	O	-	0	268	590	651	685
194	313	O	O	-	0	268	590	651	685
195	324	O	O	-	0	268	590	651	685
196	329	O	O	-	0	268	590	651	685
197	360	O	O	-	0	268	590	671	702
198	375	O	O	-	0	268	590	671	702
199	406	O	O	-	0	268	590	671	702
200	412	O	O	-	0	268	590	671	702
201	423	O	O	-	0	268	590	671	702
202	462	O	O	-	0	268	590	671	702
203	478	O	O	-	0	268	590	671	702
204	577	O	O	-	0	268	590	671	702
205	597	O	O	-	0	268	590	671	702
206	737	O	O	-	0	269	590	688	720
207	744	O	O	-	0	269	590	688	720
208	775	O	O	-	0	269	590	688	720
209	788	O	O	-	0	269	590	688	720
210	812	O	O	-	0	269	590	688	720
211	881	O	O	-	0	269	590	688	720
212	31124	O	O	-	0	269	590	688	720
213	256	O	O	-	0	269	590	688	720
214	303	O	O	-	0	268	590	706	738
215	341	O	O	-	0	268	590	706	738
216	353	O	O	-	0	268	590	706	738
217	440	O	O	-	0	268	590	706	738
218	441	O	O	-	0	268	590	706	738
219	578	O	O	-	0	268	590	706	738
220	605	O	O	-	0	268	590	706	738
221	684	O	O	-	0	268	590	706	738
222	804	O	O	-	0	268	590	706	738
223	895	O	O	-	0	268	590	724	756
224	22074	O	O	-	0	268	590	724	756
225	212	O	O	-	0	268	590	724	756
226	253	O	O	-	0	268	590	724	756
227	265	O	O	-	0	268	590	724	756
228	310	O	O	-	0	268	590	724	756
229	376	O	O	-	0	268	590	724	756
230	379	O	O	-	0	268	590	724	756
231	4	O	O	-	0	269	590	742	772
232	H	O	O	-	0	269	590	742	772
233	419	O	O	-	0	269	590	742	772
234	423	O	O	-	0	269	590	742	772
235	447	O	O	-	0	269	590	742	772
236	457	O	O	-	0	269	590	742	772
237	505	O	O	-	0	269	590	742	772
238	566	O	O	-	0	269	590	742	772
239	590	O	O	-	0	269	590	742	772
240	858	O	O	-	0	269	590	742	772
241	33003	O	O	-	0	269	590	760	790
242	033	O	O	-	0	269	590	760	790
243	040	O	O	-	0	269	590	760	790
244	047	O	O	-	0	269	590	760	790
245	092	O	O	-	0	269	590	760	790
246	112	O	O	-	0	269	590	760	790
247	130	O	O	-	0	269	590	760	790
248	145	O	O	-	0	269	590	760	790
249	175	O	O	-	0	270	590	777	808
250	254	O	O	-	0	270	590	777	808
251	269	O	O	-	0	270	590	777	808
252	270	O	O	-	0	270	590	777	808
253	273	O	O	-	0	270	590	777	808
254	277	O	O	-	0	270	590	777	808
255	288	O	O	-	0	270	590	777	808
256	387	O	O	-	0	270	590	777	808
257	396	O	O	-	0	270	590	777	808
258	405	O	O	-	0	270	592	795	826
259	429	O	O	-	0	270	592	795	826
260	453	O	O	-	0	270	592	795	826
261	456	O	O	-	0	270	592	795	826
262	475	O	O	-	0	270	592	795	826
263	478	O	O	-	0	270	592	795	826
264	480	O	O	-	0	270	592	795	826
265	491	O	O	-	0	270	592	795	826
266	665	O	O	-	0	270	592	795	826
267	232	O	O	-	0	512	592	813	839
268	24	O	O	-	0	512	592	813	839
269	748	O	O	-	0	270	522	814	843
270	825	O	O	-	0	270	522	814	843
271	34081	O	O	-	0	270	522	814	843
272	172	O	O	-	0	270	522	814	843
273	(	O	O	-	0	270	522	814	843
274	15	O	O	-	0	270	522	814	843
275	.	O	O	-	0	270	522	814	843
276	000	O	O	-	0	270	522	814	843
277	)	O	O	-	0	270	522	814	843
278	564	O	O	-	0	514	592	830	857
279	617	O	O	-	0	514	592	830	857
280	307	O	O	-	0	305	524	832	861
281	324	O	O	-	0	305	524	832	861
282	398	O	O	-	0	305	524	832	861
283	403	O	O	-	0	305	524	832	861
284	414	O	O	-	0	305	524	832	861
285	417	O	O	-	0	305	524	832	861
286	255	O	O	-	0	270	315	835	861
287	771	O	O	-	0	305	592	848	879
288	(	O	O	-	0	305	592	848	879
289	400	O	O	-	0	305	592	848	879
290	)	O	O	-	0	305	592	848	879
291	25053	O	O	-	0	305	592	848	879
292	083	O	O	-	0	305	592	848	879
293	111	O	O	-	0	305	592	848	879
294	120	O	O	-	0	305	592	848	879
295	143	O	O	-	0	305	592	848	879
296	746	O	O	-	0	270	314	853	879
297	154	O	O	-	0	305	592	866	897
298	156	O	O	-	0	305	592	866	897
299	173	O	O	-	0	305	592	866	897
300	204	O	O	-	0	305	592	866	897
301	206	O	O	-	0	305	592	866	897
302	214	O	O	-	0	305	592	866	897
303	295	O	O	-	0	305	592	866	897
304	327	O	O	-	0	305	592	866	897
305	153	O	O	-	0	270	314	871	897
306	330	O	O	-	0	270	592	884	915
307	344	O	O	-	0	270	592	884	915
308	3380	O	O	-	0	270	592	884	915
309	384	O	O	-	0	270	592	884	915
310	407	O	O	-	0	270	592	884	915
311	423	O	O	-	0	270	592	884	915
312	427	O	O	-	0	270	592	884	915
313	432	O	O	-	0	270	592	884	915
314	492	O	O	-	0	270	592	884	915
315	494	O	O	-	0	270	592	902	932
316	544	O	O	-	0	270	592	902	932
317	556	O	O	-	0	270	592	902	932
318	643	O	O	-	0	270	592	902	932
319	806	O	O	-	0	270	592	902	932
320	853	O	O	-	0	270	592	902	932
321	990	O	O	-	0	270	592	902	932
322	36001	O	O	-	0	270	592	902	932
323	214	O	O	-	0	305	592	920	949
324	234	O	O	-	0	305	592	920	949
325	245	O	O	-	0	305	592	920	949
326	262	O	O	-	0	305	592	920	949
327	333	O	O	-	0	305	592	920	949
328	447	O	O	-	0	305	592	920	949
329	465	O	O	-	0	305	592	920	949
330	491	O	O	-	0	305	592	920	949
331	137	O	O	-	0	270	314	923	950
332	626	O	O	-	0	306	592	937	967
333	7107	O	O	-	0	306	592	937	967
334	303	O	O	-	0	306	592	937	967
335	304	O	O	-	0	306	592	937	967
336	393	O	O	-	0	306	592	937	967
337	398	O	O	-	0	306	592	937	967
338	453	O	O	-	0	306	592	937	967
339	622	O	O	-	0	270	316	941	967
340	484	O	O	-	0	306	592	955	986
341	493	O	O	-	0	306	592	955	986
342	586	O	O	-	0	306	592	955	986
343	656	O	O	-	0	306	592	955	986
344	685	O	O	-	0	306	592	955	986
345	724	O	O	-	0	306	592	955	986
346	734	O	O	-	0	306	592	955	986
347	875	O	O	-	0	306	592	955	986
348	458	O	O	-	0	270	316	958	987
349	888	O	O	-	0	270	592	974	1006
350	38048	O	O	-	0	270	592	974	1006
351	075	O	O	-	0	270	592	974	1006
352	087	O	O	-	0	270	592	974	1006
353	254	O	O	-	0	270	592	974	1006
354	263	O	O	-	0	270	592	974	1006
355	386	O	O	-	0	270	592	974	1006
356	393	O	O	-	0	270	592	974	1006
357	421	O	O	-	0	271	592	993	1023
358	440	O	O	-	0	271	592	993	1023
359	482	O	O	-	0	271	592	993	1023
360	501	O	O	-	0	271	592	993	1023
361	504	O	O	-	0	271	592	993	1023
362	534	O	O	-	0	271	592	993	1023
363	569	O	O	-	0	271	592	993	1023
364	634	O	O	-	0	271	592	993	1023
365	711	O	O	-	0	271	592	993	1023
366	727	O	O	-	0	270	592	1010	1041
367	741	O	O	-	0	270	592	1010	1041
368	790	O	O	-	0	270	592	1010	1041
369	39137	O	O	-	0	270	592	1010	1041
370	153	O	O	-	0	270	592	1010	1041
371	158	O	O	-	0	270	592	1010	1041
372	204	O	O	-	0	270	592	1010	1041
373	227	O	O	-	0	270	592	1010	1041
374	285	O	O	-	0	270	592	1028	1059
375	317	O	O	-	0	270	592	1028	1059
376	321	O	O	-	0	270	592	1028	1059
377	332	O	O	-	0	270	592	1028	1059
378	347	O	O	-	0	270	592	1028	1059
379	348	O	O	-	0	270	592	1028	1059
380	431	O	O	-	0	270	592	1028	1059
381	434	O	O	-	0	270	592	1028	1059
382	460	O	O	-	0	270	592	1028	1059
383	553	O	O	-	0	271	594	1046	1076
384	629	O	O	-	0	271	594	1046	1076
385	660	O	O	-	0	271	594	1046	1076
386	681	O	O	-	0	271	594	1046	1076
387	687	O	O	-	0	271	594	1046	1076
388	716	O	O	-	0	271	594	1046	1076
389	756	O	O	-	0	271	594	1046	1076
390	760	O	O	-	0	271	594	1046	1076
391	785	O	O	-	0	271	594	1046	1076
392	854	O	O	-	0	270	592	1064	1095
393	950	O	O	-	0	270	592	1064	1095
394	48233	O	O	-	0	270	592	1064	1095
395	346	O	O	-	0	270	592	1064	1095
396	380	O	O	-	0	270	592	1064	1095
397	417	O	O	-	0	270	592	1064	1095
398	484	O	O	-	0	270	592	1064	1095
399	530	O	O	-	0	270	592	1064	1095
400	542	O	O	-	0	270	594	1081	1112
401	561	O	O	-	0	270	594	1081	1112
402	588	O	O	-	0	270	594	1081	1112
403	701	O	O	-	0	270	594	1081	1112
404	712	O	O	-	0	270	594	1081	1112
405	763	O	O	-	0	270	594	1081	1112
406	819	O	O	-	0	270	594	1081	1112
407	824	O	O	-	0	270	594	1081	1112
408	853	O	O	-	0	270	594	1081	1112
409	875	O	O	-	0	270	594	1099	1130
410	879	O	O	-	0	270	594	1099	1130
411	901	O	O	-	0	270	594	1099	1130
412	915	O	O	-	0	270	594	1099	1130
413	954	O	O	-	0	270	594	1099	1130
414	979	O	O	-	0	270	594	1099	1130
415	41036	O	O	-	0	270	594	1099	1130
416	184	O	O	-	0	270	594	1099	1130
417	214	O	O	-	0	271	594	1117	1147
418	216	O	O	-	0	271	594	1117	1147
419	262	O	O	-	0	271	594	1117	1147
420	263	O	O	-	0	271	594	1117	1147
421	278	O	O	-	0	271	594	1117	1147
422	328	O	O	-	0	271	594	1117	1147
423	332	O	O	-	0	271	594	1117	1147
424	374	O	O	-	0	271	594	1117	1147
425	575	O	O	-	0	271	594	1117	1147
426	631	O	O	-	0	272	594	1134	1165
427	634	O	O	-	0	272	594	1134	1165
428	643	O	O	-	0	272	594	1134	1165
429	49044	O	O	-	0	272	594	1134	1165
430	221	O	O	-	0	272	594	1134	1165
431	224	O	O	-	0	272	594	1134	1165
432	301	O	O	-	0	272	594	1134	1165
433	425	O	O	-	0	272	594	1134	1165
434	463	O	O	-	0	272	594	1152	1183
435	673	O	O	-	0	272	594	1152	1183
436	732	O	O	-	0	272	594	1152	1183
437	740	O	O	-	0	272	594	1152	1183
438	744	O	O	-	0	272	594	1152	1183
439	830	O	O	-	0	272	594	1152	1183
440	842	O	O	-	0	272	594	1152	1183
441	875	O	O	-	0	272	594	1152	1183
442	63078	O	O	-	0	272	594	1170	1201
443	083	O	O	-	0	272	594	1170	1201
444	184	O	O	-	0	272	594	1170	1201
445	193	O	O	-	0	272	594	1170	1201
446	204	O	O	-	0	272	594	1170	1201
